,region,year,month,mean_monthly_temperature_deviation
1337,Иркутская область,2011,6,2.98
1338,Иркутская область,2011,7,0.44
1339,Иркутская область,2011,8,1.37
1340,Иркутская область,2011,9,-0.61
1341,Иркутская область,2011,10,4.75
1342,Иркутская область,2011,11,-0.83
1343,Иркутская область,2011,12,-0.26
1344,Иркутская область,2012,1,-2.2
1345,Иркутская область,2012,2,0.64
1346,Иркутская область,2012,3,0.1
1347,Иркутская область,2012,4,0.13
1348,Иркутская область,2012,5,1.28
1349,Иркутская область,2012,6,0.84
1350,Иркутская область,2012,7,0.16
1351,Иркутская область,2012,8,-1.42
1352,Иркутская область,2012,9,2.9
1353,Иркутская область,2012,10,-1.04
1354,Иркутская область,2012,11,-2.41
1355,Иркутская область,2012,12,-9.07
1356,Иркутская область,2013,1,-0.88
1357,Иркутская область,2013,2,0.35
1358,Иркутская область,2013,3,-0.32
1359,Иркутская область,2013,4,0.88
1360,Иркутская область,2013,5,1.47
1361,Иркутская область,2013,6,0.39
1362,Иркутская область,2013,7,-0.68
1363,Иркутская область,2013,8,2.13
1364,Иркутская область,2013,9,-1.51
1365,Иркутская область,2013,10,1.31
1366,Иркутская область,2013,11,4.8
1367,Иркутская область,2013,12,4.14
1368,Иркутская область,2014,1,2.46
1369,Иркутская область,2014,2,-0.85
1370,Иркутская область,2014,3,4.21
1371,Иркутская область,2014,4,7.1
1372,Иркутская область,2014,5,0.96
1373,Иркутская область,2014,6,1.35
1374,Иркутская область,2014,7,2.1
1375,Иркутская область,2014,8,1.28
1376,Иркутская область,2014,9,-0.63
1377,Иркутская область,2014,10,0.31
1378,Иркутская область,2014,11,0.83
1379,Иркутская область,2014,12,1.54
1380,Иркутская область,2015,1,6.98
1381,Иркутская область,2015,2,6.27
1382,Иркутская область,2015,3,2.96
1383,Иркутская область,2015,4,2.39
1384,Иркутская область,2015,5,1.74
1385,Иркутская область,2015,6,1.02
1386,Иркутская область,2015,7,2.9
1387,Иркутская область,2015,8,3.34
1388,Иркутская область,2015,9,0.07
1389,Иркутская область,2015,10,2.32
1390,Иркутская область,2015,11,-4.07
1391,Иркутская область,2015,12,4.84
1392,Иркутская область,2016,1,-1.07
1393,Иркутская область,2016,2,4.97
1394,Иркутская область,2016,3,4.47
1395,Иркутская область,2016,4,1.55
1396,Иркутская область,2016,5,-0.55
1397,Иркутская область,2016,6,2.77
1398,Иркутская область,2016,7,1.72
1399,Иркутская область,2016,8,1.26
1400,Иркутская область,2016,9,3.03
1401,Иркутская область,2016,10,-5.06
1402,Иркутская область,2016,11,-4.34
1403,Иркутская область,2016,12,2.76
1404,Иркутская область,2017,1,2.62
1405,Иркутская область,2017,2,5.7
1406,Иркутская область,2017,3,5.91
1407,Иркутская область,2017,4,3.54
1408,Иркутская область,2017,5,1.91
1409,Иркутская область,2017,6,3.6
1410,Иркутская область,2017,7,1.16
1411,Иркутская область,2017,8,1.62
1412,Иркутская область,2017,9,-1.69
1413,Иркутская область,2017,10,0.27
1414,Иркутская область,2017,11,-1.73
1415,Иркутская область,2017,12,1.03
1416,Иркутская область,2018,1,-0.42
1417,Иркутская область,2018,2,0.95
1418,Иркутская область,2018,3,2.17
1419,Иркутская область,2018,4,2.62
1420,Иркутская область,2018,5,1.22
1421,Иркутская область,2018,6,3.46
1422,Иркутская область,2018,7,-0.85
1423,Иркутская область,2018,8,2.66
1424,Иркутская область,2018,9,0.49
1425,Иркутская область,2018,10,4.47
1426,Иркутская область,2018,11,-0.69
1427,Иркутская область,2018,12,-3.03
1428,Иркутская область,2019,1,4.71
1429,Иркутская область,2019,2,2.6
1430,Иркутская область,2019,3,5.18
1431,Иркутская область,2019,4,2.12
1432,Иркутская область,2019,5,0.97
1433,Иркутская область,2019,6,2.38
1434,Иркутская область,2019,7,2.74
1435,Иркутская область,2019,8,2.05
1436,Иркутская область,2019,9,1.41
1437,Иркутская область,2019,10,1.63
1438,Иркутская область,2019,11,-3.14
1439,Иркутская область,2019,12,-0.15
1440,Калининградская область,2010,1,-4.74
1441,Калининградская область,2010,2,-0.83
1442,Калининградская область,2010,3,1.06
1443,Калининградская область,2010,4,1.93
1444,Калининградская область,2010,5,-0.89
1445,Калининградская область,2010,6,0.55
1446,Калининградская область,2010,7,5.12
1447,Калининградская область,2010,8,2.54
1448,Калининградская область,2010,9,-0.01
1449,Калининградская область,2010,10,-1.24
1450,Калининградская область,2010,11,0.63
1451,Калининградская область,2010,12,-5.55
1452,Калининградская область,2011,1,1.52
1453,Калининградская область,2011,2,-2.4
1454,Калининградская область,2011,3,0.49
1455,Калининградская область,2011,4,3.39
1456,Калининградская область,2011,5,0.39
1457,Калининградская область,2011,6,2.04
1458,Калининградская область,2011,7,1.65
1459,Калининградская область,2011,8,0.95
1460,Калининградская область,2011,9,1.96
1461,Калининградская область,2011,10,1.15
1462,Калининградская область,2011,11,1.45
1463,Калининградская область,2011,12,2.95
1464,Калининградская область,2012,1,1.82
1465,Калининградская область,2012,2,-3.44
1466,Калининградская область,2012,3,1.56
1467,Калининградская область,2012,4,2.76
1468,Калининградская область,2012,5,1.37
1469,Калининградская область,2012,6,-0.53
1470,Калининградская область,2012,7,2.34
1471,Калининградская область,2012,8,0.39
1472,Калининградская область,2012,9,1.35
1473,Калининградская область,2012,10,0.16
1474,Калининградская область,2012,11,1.62
1475,Калининградская область,2012,12,-2.69
1476,Калининградская область,2013,1,-1.86
1477,Калининградская область,2013,2,1.03
1478,Калининградская область,2013,3,-3.08
1479,Калининградская область,2013,4,0.16
1480,Калининградская область,2013,5,3.16
1481,Калининградская область,2013,6,2.49
1482,Калининградская область,2013,7,0.95
1483,Калининградская область,2013,8,1.87
1484,Калининградская область,2013,9,-0.13
1485,Калининградская область,2013,10,1.25
1486,Калининградская область,2013,11,2.29
1487,Калининградская область,2013,12,3.26
1488,Калининградская область,2014,1,-1.0
1489,Калининградская область,2014,2,4.62
1490,Калининградская область,2014,3,4.24
1491,Калининградская область,2014,4,4.62
1492,Калининградская область,2014,5,0.87
1493,Калининградская область,2014,6,-0.77
1494,Калининградская область,2014,7,4.9
1495,Калининградская область,2014,8,1.38
1496,Калининградская область,2014,9,2.94
1497,Калининградская область,2014,10,1.59
1498,Калининградская область,2014,11,0.94
1499,Калининградская область,2014,12,0.43
1500,Калининградская область,2015,1,3.62
1501,Калининградская область,2015,2,3.72
1502,Калининградская область,2015,3,4.5
1503,Калининградская область,2015,4,1.17
1504,Калининградская область,2015,5,-0.59
1505,Калининградская область,2015,6,-0.13
1506,Калининградская область,2015,7,0.46
1507,Калининградская область,2015,8,4.59
1508,Калининградская область,2015,9,2.74
1509,Калининградская область,2015,10,-0.17
1510,Калининградская область,2015,11,2.13
1511,Калининградская область,2015,12,4.57
1512,Калининградская область,2016,1,-0.7
1513,Калининградская область,2016,2,4.52
1514,Калининградская область,2016,3,2.15
1515,Калининградская область,2016,4,2.4
1516,Калининградская область,2016,5,3.33
1517,Калининградская область,2016,6,2.85
1518,Калининградская область,2016,7,1.37
1519,Калининградская область,2016,8,0.28
1520,Калининградская область,2016,9,3.0
1521,Калининградская область,2016,10,-2.59
1522,Калининградская область,2016,11,0.03
1523,Калининградская область,2016,12,2.55
1524,Калининградская область,2017,1,1.09
1525,Калининградская область,2017,2,1.59
1526,Калининградская область,2017,3,2.78
1527,Калининградская область,2017,4,-0.42
1528,Калининградская область,2017,5,1.05
1529,Калининградская область,2017,6,0.1
1530,Калининградская область,2017,7,-0.28
1531,Калининградская область,2017,8,1.16
1532,Калининградская область,2017,9,0.75
1533,Калининградская область,2017,10,0.4
1534,Калининградская область,2017,11,1.34
1535,Калининградская область,2017,12,2.54
1536,Калининградская область,2018,1,2.62
1537,Калининградская область,2018,2,-1.29
1538,Калининградская область,2018,3,-1.9
1539,Калининградская область,2018,4,5.82
1540,Калининградская область,2018,5,5.23
1541,Калининградская область,2018,6,2.75
1542,Калининградская область,2018,7,3.53
1543,Калининградская область,2018,8,3.53
1544,Калининградская область,2018,9,3.95
1545,Калининградская область,2018,10,3.17
1546,Калининградская область,2018,11,0.79
1547,Калининградская область,2018,12,1.02
1548,Калининградская область,2019,1,1.28
1549,Калининградская область,2019,2,4.84
1550,Калининградская область,2019,3,3.35
1551,Калининградская область,2019,4,4.97
1552,Калининградская область,2019,5,-0.27
1553,Калининградская область,2019,6,6.59
1554,Калининградская область,2019,7,0.54
1555,Калининградская область,2019,8,2.84
1556,Калининградская область,2019,9,1.7
1557,Калининградская область,2019,10,2.24
1558,Калининградская область,2019,11,2.22
1559,Калининградская область,2019,12,3.6
1560,Калужская область,2010,1,-5.65
1561,Калужская область,2010,2,0.44
1562,Калужская область,2010,3,1.22
1563,Калужская область,2010,4,3.05
1564,Калужская область,2010,5,4.07
1565,Калужская область,2010,6,3.23
1566,Калужская область,2010,7,8.18
1567,Калужская область,2010,8,7.66
1568,Калужская область,2010,9,1.66
1569,Калужская область,2010,10,-0.65
1570,Калужская область,2010,11,4.66
1571,Калужская область,2010,12,-0.65
1572,Калужская область,2011,1,1.1
1573,Калужская область,2011,2,-3.46
1574,Калужская область,2011,3,0.44
1575,Калужская область,2011,4,1.23
1576,Калужская область,2011,5,1.97
1577,Калужская область,2011,6,3.16
1578,Калужская область,2011,7,4.46
1579,Калужская область,2011,8,1.93
1580,Калужская область,2011,9,1.35
1581,Калужская область,2011,10,0.52
1582,Калужская область,2011,11,0.16
1583,Калужская область,2011,12,4.38
1584,Калужская область,2012,1,1.62
1585,Калужская область,2012,2,-3.99
1586,Калужская область,2012,3,-0.11
1587,Калужская область,2012,4,2.94
1588,Калужская область,2012,5,3.34
1589,Калужская область,2012,6,0.46
1590,Калужская область,2012,7,3.31
1591,Калужская область,2012,8,1.88
1592,Калужская область,2012,9,2.69
1593,Калужская область,2012,10,1.73
1594,Калужская область,2012,11,2.24
1595,Калужская область,2012,12,-3.38
1596,Калужская область,2013,1,-0.15
1597,Калужская область,2013,2,3.94
1598,Калужская область,2013,3,-3.09
1599,Калужская область,2013,4,1.48
1600,Калужская область,2013,5,4.8
1601,Калужская область,2013,6,3.5
1602,Калужская область,2013,7,0.97
1603,Калужская область,2013,8,2.26
1604,Калужская область,2013,9,-2.05
1605,Калужская область,2013,10,1.3
1606,Калужская область,2013,11,4.72
1607,Калужская область,2013,12,2.78
1608,Калужская область,2014,1,-0.85
1609,Калужская область,2014,2,4.92
1610,Калужская область,2014,3,6.45
1611,Калужская область,2014,4,2.35
1612,Калужская область,2014,5,3.55
1613,Калужская область,2014,6,-0.16
1614,Калужская область,2014,7,4.58
1615,Калужская область,2014,8,4.05
1616,Калужская область,2014,9,2.15
1617,Калужская область,2014,10,0.88
1618,Калужская область,2014,11,-0.63
1619,Калужская область,2014,12,0.72
1620,Калужская область,2015,1,4.59
1621,Калужская область,2015,2,5.09
1622,Калужская область,2015,3,5.25
1623,Калужская область,2015,4,1.06
1624,Калужская область,2015,5,1.52
1625,Калужская область,2015,6,1.2
1626,Калужская область,2015,7,1.46
1627,Калужская область,2015,8,2.71
1628,Калужская область,2015,9,4.16
1629,Калужская область,2015,10,-0.47
1630,Калужская область,2015,11,1.61
1631,Калужская область,2015,12,5.15
1632,Калужская область,2016,1,-0.57
1633,Калужская область,2016,2,6.77
1634,Калужская область,2016,3,2.45
1635,Калужская область,2016,4,2.85
1636,Калужская область,2016,5,1.47
1637,Калужская область,2016,6,1.38
1638,Калужская область,2016,7,3.3
1639,Калужская область,2016,8,3.22
1640,Калужская область,2016,9,-0.0
1641,Калужская область,2016,10,-1.8
1642,Калужская область,2016,11,-2.09
1643,Калужская область,2016,12,0.43
1644,Калужская область,2017,1,1.91
1645,Калужская область,2017,2,2.91
1646,Калужская область,2017,3,5.94
1647,Калужская область,2017,4,1.4
1648,Калужская область,2017,5,-0.86
1649,Калужская область,2017,6,-0.91
1650,Калужская область,2017,7,0.36
1651,Калужская область,2017,8,2.74
1652,Калужская область,2017,9,1.96
1653,Калужская область,2017,10,-0.68
1654,Калужская область,2017,11,0.31
1655,Калужская область,2017,12,4.57
1656,Калужская область,2018,1,3.71
1657,Калужская область,2018,2,-0.61
1658,Калужская область,2018,3,-2.75
1659,Калужская область,2018,4,3.69
1660,Калужская область,2018,5,4.01
1661,Калужская область,2018,6,1.23
1662,Калужская область,2018,7,1.64
1663,Калужская область,2018,8,4.46
1664,Калужская область,2018,9,4.98
1665,Калужская область,2018,10,3.26
1666,Калужская область,2018,11,-0.24
1667,Калужская область,2018,12,-0.81
1668,Калужская область,2019,1,1.47
1669,Калужская область,2019,2,5.41
1670,Калужская область,2019,3,3.53
1671,Калужская область,2019,4,3.31
1672,Калужская область,2019,5,2.83
1673,Калужская область,2019,6,4.18
1674,Калужская область,2019,7,-0.89
1675,Калужская область,2019,8,-0.35
1676,Калужская область,2019,9,1.5
1677,Калужская область,2019,10,4.33
1678,Калужская область,2019,11,2.73
1679,Калужская область,2019,12,4.84
1680,Камчатский край,2010,1,1.53
1681,Камчатский край,2010,2,0.55
1682,Камчатский край,2010,3,-1.62
1683,Камчатский край,2010,4,-2.29
1684,Камчатский край,2010,5,1.75
1685,Камчатский край,2010,6,1.24
1686,Камчатский край,2010,7,2.14
1687,Камчатский край,2010,8,1.09
1688,Камчатский край,2010,9,0.99
1689,Камчатский край,2010,10,-0.16
1690,Камчатский край,2010,11,1.37
1691,Камчатский край,2010,12,6.8
1692,Камчатский край,2011,1,1.23
1693,Камчатский край,2011,2,0.86
1694,Камчатский край,2011,3,3.78
1695,Камчатский край,2011,4,1.15
1696,Камчатский край,2011,5,0.34
1697,Камчатский край,2011,6,-0.39
1698,Камчатский край,2011,7,1.82
1699,Камчатский край,2011,8,1.5
1700,Камчатский край,2011,9,1.14
1701,Камчатский край,2011,10,0.29
1702,Камчатский край,2011,11,0.83
1703,Камчатский край,2011,12,-2.81
1704,Камчатский край,2012,1,-0.26
1705,Камчатский край,2012,2,-1.74
1706,Камчатский край,2012,3,-0.82
1707,Камчатский край,2012,4,1.95
1708,Камчатский край,2012,5,2.69
1709,Камчатский край,2012,6,0.6
1710,Камчатский край,2012,7,1.51
1711,Камчатский край,2012,8,2.43
1712,Камчатский край,2012,9,0.06
1713,Камчатский край,2012,10,1.82
1714,Камчатский край,2012,11,4.29
1715,Камчатский край,2012,12,1.99
1716,Камчатский край,2013,1,2.17
1717,Камчатский край,2013,2,-0.56
1718,Камчатский край,2013,3,0.71
1719,Камчатский край,2013,4,2.08
1720,Камчатский край,2013,5,1.46
1721,Камчатский край,2013,6,1.45
1722,Камчатский край,2013,7,2.46
1723,Камчатский край,2013,8,1.27
1724,Камчатский край,2013,9,1.4
1725,Камчатский край,2013,10,-1.55
1726,Камчатский край,2013,11,2.4
1727,Камчатский край,2013,12,3.89
1728,Камчатский край,2014,1,-0.29
1729,Камчатский край,2014,2,4.45
1730,Камчатский край,2014,3,1.58
1731,Камчатский край,2014,4,1.9
1732,Камчатский край,2014,5,1.57
1733,Камчатский край,2014,6,0.98
1734,Камчатский край,2014,7,1.61
1735,Камчатский край,2014,8,1.67
1736,Камчатский край,2014,9,2.25
1737,Камчатский край,2014,10,1.71
1738,Камчатский край,2014,11,2.22
1739,Камчатский край,2014,12,0.99
1740,Камчатский край,2015,1,3.78
1741,Камчатский край,2015,2,3.83
1742,Камчатский край,2015,3,2.14
1743,Камчатский край,2015,4,0.02
1744,Камчатский край,2015,5,0.35
1745,Камчатский край,2015,6,0.14
1746,Камчатский край,2015,7,0.49
1747,Камчатский край,2015,8,0.73
1748,Камчатский край,2015,9,1.82
1749,Камчатский край,2015,10,1.59
1750,Камчатский край,2015,11,-0.9
1751,Камчатский край,2015,12,-1.51
1752,Камчатский край,2016,1,-1.93
1753,Камчатский край,2016,2,-2.48
1754,Камчатский край,2016,3,1.89
1755,Камчатский край,2016,4,1.1
1756,Камчатский край,2016,5,2.74
1757,Камчатский край,2016,6,1.79
1758,Камчатский край,2016,7,2.27
1759,Камчатский край,2016,8,2.87
1760,Камчатский край,2016,9,0.7
1761,Камчатский край,2016,10,0.79
1762,Камчатский край,2016,11,0.58
1763,Камчатский край,2016,12,3.03
1764,Камчатский край,2017,1,0.31
1765,Камчатский край,2017,2,4.6
1766,Камчатский край,2017,3,6.16
1767,Камчатский край,2017,4,2.29
1768,Камчатский край,2017,5,1.33
1769,Камчатский край,2017,6,0.57
1770,Камчатский край,2017,7,1.06
1771,Камчатский край,2017,8,1.79
1772,Камчатский край,2017,9,1.32
1773,Камчатский край,2017,10,-0.28
1774,Камчатский край,2017,11,3.51
1775,Камчатский край,2017,12,1.17
1776,Камчатский край,2018,1,3.11
1777,Камчатский край,2018,2,4.57
1778,Камчатский край,2018,3,0.97
1779,Камчатский край,2018,4,1.3
1780,Камчатский край,2018,5,1.07
1781,Камчатский край,2018,6,0.09
1782,Камчатский край,2018,7,1.79
1783,Камчатский край,2018,8,0.04
1784,Камчатский край,2018,9,1.42
1785,Камчатский край,2018,10,2.21
1786,Камчатский край,2018,11,1.53
1787,Камчатский край,2018,12,0.37
1788,Камчатский край,2019,1,1.28
1789,Камчатский край,2019,2,0.28
1790,Камчатский край,2019,3,0.52
1791,Камчатский край,2019,4,2.68
1792,Камчатский край,2019,5,3.43
1793,Камчатский край,2019,6,-0.67
1794,Камчатский край,2019,7,0.57
1795,Камчатский край,2019,8,0.52
1796,Камчатский край,2019,9,0.89
1797,Камчатский край,2019,10,0.03
1798,Камчатский край,2019,11,2.92
1799,Камчатский край,2019,12,1.04
1800,Карачаево-Черкесская республика,2010,1,2.38
1801,Карачаево-Черкесская республика,2010,2,3.21
1802,Карачаево-Черкесская республика,2010,3,1.27
1803,Карачаево-Черкесская республика,2010,4,-1.43
1804,Карачаево-Черкесская республика,2010,5,0.91
1805,Карачаево-Черкесская республика,2010,6,3.45
1806,Карачаево-Черкесская республика,2010,7,2.68
1807,Карачаево-Черкесская республика,2010,8,4.29
1808,Карачаево-Черкесская республика,2010,9,3.71
1809,Карачаево-Черкесская республика,2010,10,-0.75
1810,Карачаево-Черкесская республика,2010,11,6.15
1811,Карачаево-Черкесская республика,2010,12,6.5
1812,Карачаево-Черкесская республика,2011,1,0.85
1813,Карачаево-Черкесская республика,2011,2,-3.35
1814,Карачаево-Черкесская республика,2011,3,-0.63
1815,Карачаево-Черкесская республика,2011,4,-2.65
1816,Карачаево-Черкесская республика,2011,5,-0.52
1817,Карачаево-Черкесская республика,2011,6,0.53
1818,Карачаево-Черкесская республика,2011,7,2.7
1819,Карачаево-Черкесская республика,2011,8,0.36
1820,Карачаево-Черкесская республика,2011,9,-0.22
1821,Карачаево-Черкесская республика,2011,10,-0.44
1822,Карачаево-Черкесская республика,2011,11,-6.64
1823,Карачаево-Черкесская республика,2011,12,2.05
1824,Карачаево-Черкесская республика,2012,1,-1.3
1825,Карачаево-Черкесская республика,2012,2,-3.21
1826,Карачаево-Черкесская республика,2012,3,-4.77
1827,Карачаево-Черкесская республика,2012,4,3.09
1828,Карачаево-Черкесская республика,2012,5,2.46
1829,Карачаево-Черкесская республика,2012,6,2.71
1830,Карачаево-Черкесская республика,2012,7,1.05
1831,Карачаево-Черкесская республика,2012,8,1.26
1832,Карачаево-Черкесская республика,2012,9,2.81
1833,Карачаево-Черкесская республика,2012,10,4.28
1834,Карачаево-Черкесская республика,2012,11,2.79
1835,Карачаево-Черкесская республика,2012,12,0.93
1836,Карачаево-Черкесская республика,2013,1,1.46
1837,Карачаево-Черкесская республика,2013,2,3.56
1838,Карачаево-Черкесская республика,2013,3,1.58
1839,Карачаево-Черкесская республика,2013,4,1.43
1840,Карачаево-Черкесская республика,2013,5,3.14
1841,Карачаево-Черкесская республика,2013,6,1.03
1842,Карачаево-Черкесская республика,2013,7,-0.38
1843,Карачаево-Черкесская республика,2013,8,0.86
1844,Карачаево-Черкесская республика,2013,9,-2.06
1845,Карачаево-Черкесская республика,2013,10,0.55
1846,Карачаево-Черкесская республика,2013,11,3.13
1847,Карачаево-Черкесская республика,2013,12,-1.0
1848,Карачаево-Черкесская республика,2014,1,2.12
1849,Карачаево-Черкесская республика,2014,2,3.68
1850,Карачаево-Черкесская республика,2014,3,3.25
1851,Карачаево-Черкесская республика,2014,4,0.39
1852,Карачаево-Черкесская республика,2014,5,2.55
1853,Карачаево-Черкесская республика,2014,6,1.34
1854,Карачаево-Черкесская республика,2014,7,2.06
1855,Карачаево-Черкесская республика,2014,8,3.32
1856,Карачаево-Черкесская республика,2014,9,0.65
1857,Карачаево-Черкесская республика,2014,10,1.1
1858,Карачаево-Черкесская республика,2014,11,-0.12
1859,Карачаево-Черкесская республика,2014,12,3.18
1860,Карачаево-Черкесская республика,2015,1,1.98
1861,Карачаево-Черкесская республика,2015,2,2.6
1862,Карачаево-Черкесская республика,2015,3,1.93
1863,Карачаево-Черкесская республика,2015,4,-2.1
1864,Карачаево-Черкесская республика,2015,5,0.28
1865,Карачаево-Черкесская республика,2015,6,1.98
1866,Карачаево-Черкесская республика,2015,7,1.89
1867,Карачаево-Черкесская республика,2015,8,2.95
1868,Карачаево-Черкесская республика,2015,9,5.41
1869,Карачаево-Черкесская республика,2015,10,0.05
1870,Карачаево-Черкесская республика,2015,11,1.45
1871,Карачаево-Черкесская республика,2015,12,0.31
1872,Карачаево-Черкесская республика,2016,1,-0.98
1873,Карачаево-Черкесская республика,2016,2,5.22
1874,Карачаево-Черкесская республика,2016,3,1.82
1875,Карачаево-Черкесская республика,2016,4,2.16
1876,Карачаево-Черкесская республика,2016,5,-0.29
1877,Карачаево-Черкесская республика,2016,6,1.65
1878,Карачаево-Черкесская республика,2016,7,1.11
1879,Карачаево-Черкесская республика,2016,8,3.76
1880,Карачаево-Черкесская республика,2016,9,-0.94
1881,Карачаево-Черкесская республика,2016,10,-0.89
1882,Карачаево-Черкесская республика,2016,11,0.59
1883,Карачаево-Черкесская республика,2016,12,-3.38
1884,Карачаево-Черкесская республика,2017,1,-0.49
1885,Карачаево-Черкесская республика,2017,2,-0.44
1886,Карачаево-Черкесская республика,2017,3,2.89
1887,Карачаево-Черкесская республика,2017,4,0.94
1888,Карачаево-Черкесская республика,2017,5,-0.48
1889,Карачаево-Черкесская республика,2017,6,0.63
1890,Карачаево-Черкесская республика,2017,7,2.72
1891,Карачаево-Черкесская республика,2017,8,3.74
1892,Карачаево-Черкесская республика,2017,9,4.76
1893,Карачаево-Черкесская республика,2017,10,-0.23
1894,Карачаево-Черкесская республика,2017,11,0.12
1895,Карачаево-Черкесская республика,2017,12,3.92
1896,Карачаево-Черкесская республика,2018,1,1.68
1897,Карачаево-Черкесская республика,2018,2,3.81
1898,Карачаево-Черкесская республика,2018,3,2.46
1899,Карачаево-Черкесская республика,2018,4,2.32
1900,Карачаево-Черкесская республика,2018,5,2.86
1901,Карачаево-Черкесская республика,2018,6,2.98
1902,Карачаево-Черкесская республика,2018,7,2.58
1903,Карачаево-Черкесская республика,2018,8,1.38
1904,Карачаево-Черкесская республика,2018,9,2.06
1905,Карачаево-Черкесская республика,2018,10,4.01
1906,Карачаево-Черкесская республика,2018,11,0.93
1907,Карачаево-Черкесская республика,2018,12,1.05
1908,Карачаево-Черкесская республика,2019,1,2.44
1909,Карачаево-Черкесская республика,2019,2,2.58
1910,Карачаево-Черкесская республика,2019,3,-0.17
1911,Карачаево-Черкесская республика,2019,4,-0.76
1912,Карачаево-Черкесская республика,2019,5,2.78
1913,Карачаево-Черкесская республика,2019,6,4.62
1914,Карачаево-Черкесская республика,2019,7,0.23
1915,Карачаево-Черкесская республика,2019,8,2.6
1916,Карачаево-Черкесская республика,2019,9,-0.15
1917,Карачаево-Черкесская республика,2019,10,4.59
1918,Карачаево-Черкесская республика,2019,11,3.51
1919,Карачаево-Черкесская республика,2019,12,3.34
1920,Кемеровская область - Кузбасс,2010,1,-8.49
1921,Кемеровская область - Кузбасс,2010,2,-6.6
1922,Кемеровская область - Кузбасс,2010,3,-0.59
1923,Кемеровская область - Кузбасс,2010,4,-0.4
1924,Кемеровская область - Кузбасс,2010,5,-1.63
1925,Кемеровская область - Кузбасс,2010,6,0.61
1926,Кемеровская область - Кузбасс,2010,7,-2.02
1927,Кемеровская область - Кузбасс,2010,8,0.38
1928,Кемеровская область - Кузбасс,2010,9,0.56
1929,Кемеровская область - Кузбасс,2010,10,3.48
1930,Кемеровская область - Кузбасс,2010,11,3.3
1931,Кемеровская область - Кузбасс,2010,12,-5.33
1932,Кемеровская область - Кузбасс,2011,1,-5.75
1933,Кемеровская область - Кузбасс,2011,2,2.59
1934,Кемеровская область - Кузбасс,2011,3,2.71
1935,Кемеровская область - Кузбасс,2011,4,6.14
1936,Кемеровская область - Кузбасс,2011,5,1.86
1937,Кемеровская область - Кузбасс,2011,6,2.85
1938,Кемеровская область - Кузбасс,2011,7,-2.03
1939,Кемеровская область - Кузбасс,2011,8,-0.68
1940,Кемеровская область - Кузбасс,2011,9,2.53
1941,Кемеровская область - Кузбасс,2011,10,5.49
1942,Кемеровская область - Кузбасс,2011,11,-0.69
1943,Кемеровская область - Кузбасс,2011,12,0.4
1944,Кемеровская область - Кузбасс,2012,1,-3.91
1945,Кемеровская область - Кузбасс,2012,2,-1.48
1946,Кемеровская область - Кузбасс,2012,3,3.81
1947,Кемеровская область - Кузбасс,2012,4,4.96
1948,Кемеровская область - Кузбасс,2012,5,1.28
1949,Кемеровская область - Кузбасс,2012,6,4.89
1950,Кемеровская область - Кузбасс,2012,7,3.19
1951,Кемеровская область - Кузбасс,2012,8,0.56
1952,Кемеровская область - Кузбасс,2012,9,2.33
1953,Кемеровская область - Кузбасс,2012,10,0.37
1954,Кемеровская область - Кузбасс,2012,11,-1.26
1955,Кемеровская область - Кузбасс,2012,12,-10.23
1956,Кемеровская область - Кузбасс,2013,1,0.88
1957,Кемеровская область - Кузбасс,2013,2,0.65
1958,Кемеровская область - Кузбасс,2013,3,1.64
1959,Кемеровская область - Кузбасс,2013,4,2.48
1960,Кемеровская область - Кузбасс,2013,5,-2.63
1961,Кемеровская область - Кузбасс,2013,6,-1.68
1962,Кемеровская область - Кузбасс,2013,7,-0.01
1963,Кемеровская область - Кузбасс,2013,8,0.96
1964,Кемеровская область - Кузбасс,2013,9,-1.29
1965,Кемеровская область - Кузбасс,2013,10,1.47
1966,Кемеровская область - Кузбасс,2013,11,4.92
1967,Кемеровская область - Кузбасс,2013,12,6.3
1968,Кемеровская область - Кузбасс,2014,1,1.29
1969,Кемеровская область - Кузбасс,2014,2,-2.33
1970,Кемеровская область - Кузбасс,2014,3,4.9
1971,Кемеровская область - Кузбасс,2014,4,5.72
1972,Кемеровская область - Кузбасс,2014,5,-1.17
1973,Кемеровская область - Кузбасс,2014,6,-0.2
1974,Кемеровская область - Кузбасс,2014,7,1.21
1975,Кемеровская область - Кузбасс,2014,8,2.1
1976,Кемеровская область - Кузбасс,2014,9,-1.86
1977,Кемеровская область - Кузбасс,2014,10,-1.93
1978,Кемеровская область - Кузбасс,2014,11,-1.85
1979,Кемеровская область - Кузбасс,2014,12,2.17
1980,Кемеровская область - Кузбасс,2015,1,4.53
1981,Кемеровская область - Кузбасс,2015,2,5.21
1982,Кемеровская область - Кузбасс,2015,3,1.85
1983,Кемеровская область - Кузбасс,2015,4,4.25
1984,Кемеровская область - Кузбасс,2015,5,2.35
1985,Кемеровская область - Кузбасс,2015,6,2.28
1986,Кемеровская область - Кузбасс,2015,7,1.35
1987,Кемеровская область - Кузбасс,2015,8,1.73
1988,Кемеровская область - Кузбасс,2015,9,-1.73
1989,Кемеровская область - Кузбасс,2015,10,2.52
1990,Кемеровская область - Кузбасс,2015,11,-2.25
1991,Кемеровская область - Кузбасс,2015,12,6.68
1992,Кемеровская область - Кузбасс,2016,1,-2.38
1993,Кемеровская область - Кузбасс,2016,2,6.0
1994,Кемеровская область - Кузбасс,2016,3,4.09
