,region,year,month,mean_monthly_temperature_deviation
7253,Свердловская область,2014,6,-0.7
7254,Свердловская область,2014,7,-4.55
7255,Свердловская область,2014,8,1.96
7256,Свердловская область,2014,9,-0.43
7257,Свердловская область,2014,10,-3.45
7258,Свердловская область,2014,11,0.66
7259,Свердловская область,2014,12,2.21
7260,Свердловская область,2015,1,2.28
7261,Свердловская область,2015,2,6.46
7262,Свердловская область,2015,3,2.76
7263,Свердловская область,2015,4,0.88
7264,Свердловская область,2015,5,3.98
7265,Свердловская область,2015,6,2.99
7266,Свердловская область,2015,7,-3.91
7267,Свердловская область,2015,8,-2.61
7268,Свердловская область,2015,9,1.36
7269,Свердловская область,2015,10,-1.94
7270,Свердловская область,2015,11,-2.16
7271,Свердловская область,2015,12,2.0
7272,Свердловская область,2016,1,-1.13
7273,Свердловская область,2016,2,7.91
7274,Свердловская область,2016,3,0.79
7275,Свердловская область,2016,4,3.33
7276,Свердловская область,2016,5,3.32
7277,Свердловская область,2016,6,0.84
7278,Свердловская область,2016,7,1.97
7279,Свердловская область,2016,8,8.34
7280,Свердловская область,2016,9,0.76
7281,Свердловская область,2016,10,-1.12
7282,Свердловская область,2016,11,-5.5
7283,Свердловская область,2016,12,-5.02
7284,Свердловская область,2017,1,0.82
7285,Свердловская область,2017,2,0.85
7286,Свердловская область,2017,3,2.81
7287,Свердловская область,2017,4,0.6
7288,Свердловская область,2017,5,-1.06
7289,Свердловская область,2017,6,-1.08
7290,Свердловская область,2017,7,-0.71
7291,Свердловская область,2017,8,2.42
7292,Свердловская область,2017,9,-0.73
7293,Свердловская область,2017,10,1.09
7294,Свердловская область,2017,11,2.71
7295,Свердловская область,2017,12,3.09
7296,Свердловская область,2018,1,1.38
7297,Свердловская область,2018,2,1.09
7298,Свердловская область,2018,3,-2.9
7299,Свердловская область,2018,4,-1.18
7300,Свердловская область,2018,5,-1.25
7301,Свердловская область,2018,6,-2.26
7302,Свердловская область,2018,7,2.55
7303,Свердловская область,2018,8,0.63
7304,Свердловская область,2018,9,3.26
7305,Свердловская область,2018,10,2.81
7306,Свердловская область,2018,11,-0.22
7307,Свердловская область,2018,12,-0.56
7308,Свердловская область,2019,1,3.2
7309,Свердловская область,2019,2,0.75
7310,Свердловская область,2019,3,2.87
7311,Свердловская область,2019,4,-0.0
7312,Свердловская область,2019,5,2.63
7313,Свердловская область,2019,6,-0.89
7314,Свердловская область,2019,7,0.35
7315,Свердловская область,2019,8,-0.88
7316,Свердловская область,2019,9,-0.81
7317,Свердловская область,2019,10,3.66
7318,Свердловская область,2019,11,0.14
7319,Свердловская область,2019,12,3.48
7320,Смоленская область,2010,1,-4.69
7321,Смоленская область,2010,2,0.23
7322,Смоленская область,2010,3,0.83
7323,Смоленская область,2010,4,3.52
7324,Смоленская область,2010,5,3.39
7325,Смоленская область,2010,6,2.91
7326,Смоленская область,2010,7,7.19
7327,Смоленская область,2010,8,6.25
7328,Смоленская область,2010,9,1.37
7329,Смоленская область,2010,10,-0.05
7330,Смоленская область,2010,11,3.85
7331,Смоленская область,2010,12,-2.46
7332,Смоленская область,2011,1,1.45
7333,Смоленская область,2011,2,-3.16
7334,Смоленская область,2011,3,0.71
7335,Смоленская область,2011,4,1.82
7336,Смоленская область,2011,5,0.85
7337,Смоленская область,2011,6,2.34
7338,Смоленская область,2011,7,3.95
7339,Смоленская область,2011,8,1.45
7340,Смоленская область,2011,9,1.89
7341,Смоленская область,2011,10,0.96
7342,Смоленская область,2011,11,1.56
7343,Смоленская область,2011,12,4.85
7344,Смоленская область,2012,1,1.58
7345,Смоленская область,2012,2,-4.4
7346,Смоленская область,2012,3,0.65
7347,Смоленская область,2012,4,1.61
7348,Смоленская область,2012,5,2.07
7349,Смоленская область,2012,6,-1.07
7350,Смоленская область,2012,7,3.07
7351,Смоленская область,2012,8,0.67
7352,Смоленская область,2012,9,1.62
7353,Смоленская область,2012,10,0.67
7354,Смоленская область,2012,11,2.11
7355,Смоленская область,2012,12,-2.58
7356,Смоленская область,2013,1,-0.96
7357,Смоленская область,2013,2,3.71
7358,Смоленская область,2013,3,-2.77
7359,Смоленская область,2013,4,1.14
7360,Смоленская область,2013,5,4.53
7361,Смоленская область,2013,6,3.78
7362,Смоленская область,2013,7,0.9
7363,Смоленская область,2013,8,1.89
7364,Смоленская область,2013,9,-0.84
7365,Смоленская область,2013,10,1.88
7366,Смоленская область,2013,11,4.12
7367,Смоленская область,2013,12,3.04
7368,Смоленская область,2014,1,-0.28
7369,Смоленская область,2014,2,4.48
7370,Смоленская область,2014,3,7.0
7371,Смоленская область,2014,4,2.89
7372,Смоленская область,2014,5,2.73
7373,Смоленская область,2014,6,-0.62
7374,Смоленская область,2014,7,3.91
7375,Смоленская область,2014,8,3.08
7376,Смоленская область,2014,9,2.84
7377,Смоленская область,2014,10,1.29
7378,Смоленская область,2014,11,0.55
7379,Смоленская область,2014,12,0.53
7380,Смоленская область,2015,1,4.95
7381,Смоленская область,2015,2,4.4
7382,Смоленская область,2015,3,5.75
7383,Смоленская область,2015,4,1.48
7384,Смоленская область,2015,5,0.33
7385,Смоленская область,2015,6,1.62
7386,Смоленская область,2015,7,1.33
7387,Смоленская область,2015,8,4.1
7388,Смоленская область,2015,9,3.38
7389,Смоленская область,2015,10,-0.17
7390,Смоленская область,2015,11,2.04
7391,Смоленская область,2015,12,5.2
7392,Смоленская область,2016,1,-1.05
7393,Смоленская область,2016,2,5.76
